Наименование;Наименование артикула;Артикул;Валюта;Цена;Доступен для заказа;Зачеркнутая цена;Закупочная цена;В наличии;Краткое описание;Описание;Наклейка;Статус;Тип товаров;Теги;Облагается налогом;Заголовок;META Keywords;META Description;Ссылка на витрину;Цвет;Объем встроенной памяти;Размер;Изображения;Изображения
Пергамент Pasticciere  коричневый 380 мм х 25 метров;10310;10310;RUB;305;1;;;6;;;;1;;;;;;;;;;;;;
Пергамент Pasticciere коричневый 380 мм х 8 метров;10309;10309;RUB;145;1;;;7;;;;1;;;;;;;;;;;;;
Пергамент Pasticciere коричневый в ролике 38 см х 50 метров;13164;13164;RUB;585;1;;;6;;;;1;;;;;;;;;;;;;
Переходник для насадков большой;10931;10931;RUB;89;1;;;7;;;;1;;;;;;;;;;;;;
Переходник для трехцветного декорирования d=2,4, 2,7, 3,6 см   1427359;0169;0169;RUB;130;1;;;6;;;;1;;;;;;;;;;;;;
Персик сублимационной сушки, кусочки 1-5 мм 40 гр;12786;12786;RUB;225;1;;;6;;;;1;;;;;;;;;;;;;
Перчатки нитриловые 3 пары;30022;30022;RUB;70;1;;;15;;;;1;;;;;;;;;;;;;
Пинцет для посыпок;12861;12861;RUB;95;1;;;2;;;;1;;;;;;;;;;;;;
Пистолет для посыпок;12135;12135;RUB;295;1;;;7;;;;1;;;;;;;;;;;;;
Пищевая Добавка Мальтит Е 965 300гр. (изомальт);;;RUB;259;1;;;4;;;;1;;;;;;;;;;;;;
Пищевой краситель AmeriColor Cork 21 гр;AC153;AC153;RUB;219;1;;;4;;;;1;;;;;;;;;;;;;
Пищевой краситель AmeriColor Espresso 21 гр;AC147;AC147;RUB;219;1;;;3;;;;1;;;;;;;;;;;;;
Пищевой краситель AmeriColor Warm Brown 21 гр;AC131;AC131;RUB;219;1;;;1;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Авокадо 25 гр;KP40;KP40;RUB;139;1;;;6;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Арбуз 25 гр;KP13;KP13;RUB;139;1;;;6;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Барбарис 25 гр;;;RUB;139;1;;;2;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Белый 25 гр;KP1;KP1;RUB;139;1;;;5;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Бирюза 25 гр;KP35;KP35;RUB;139;1;;;6;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Бордовый 25 гр;KP15;KP15;RUB;139;1;;;6;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Брусника 25 гр;;;RUB;139;1;;;3;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Бургундский 25 гр;KP14;KP14;RUB;135;1;;;3;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Вишня 25 гр;KP23;KP23;RUB;135;1;;;5;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Желтый электро 25 гр;KP2;KP2;RUB;139;1;;;4;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Зеленое яблоко 25 гр;KP39;KP39;RUB;139;1;;;6;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Зеленый электро 25 гр;KP42;KP42;RUB;139;1;;;4;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Золото классик 25 гр;KP4;KP4;RUB;139;1;;;6;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Клубника 25 гр;KP17;KP17;RUB;139;1;;;7;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Коралл красный 25 гр;KP10;KP10;RUB;139;1;;;6;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Коричневый 25 гр;KP44;KP44;RUB;139;1;;;7;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Кофе 25 гр;KP49;KP49;RUB;139;1;;;6;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Красный насыщенный 25 гр;KP12;KP12;RUB;139;1;;;6;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Красный тюльпан 25 гр;KP9;KP9;RUB;139;1;;;6;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Красный электро 25 гр;KP57;KP57;RUB;139;1;;;7;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Лесная Зелень 25 гр;KP36;KP36;RUB;139;1;;;4;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Лимон 25 гр;KP3;KP3;RUB;139;1;;;4;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Медь 25 гр;KP11;KP11;RUB;139;1;;;7;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Мята 25 гр;KP37;KP37;RUB;139;1;;;5;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Оранж 25 гр;KP6;KP6;RUB;139;1;;;4;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Оранж электро 25 гр;KP07;KP07;RUB;139;1;;;2;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Оранж-электро 25 гр;KP7;KP7;RUB;139;1;;;8;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Персик 25 гр;KP8;KP8;RUB;139;1;;;6;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Пурпур 25 гр;KP25;KP25;RUB;139;1;;;5;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Розовый 25 гр;KP20;KP20;RUB;139;1;;;1;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Светлый каштан 25 гр;KP46;KP46;RUB;139;1;;;7;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Сине-зелёный 25 гр;KP34;KP34;RUB;135;1;;;5;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Синий электро 25 гр;KP33;KP33;RUB;139;1;;;6;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Слоновая кость 25 гр;KP43;KP43;RUB;139;1;;;4;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Спелая малина 25 гр;KP18;KP18;RUB;139;1;;;5;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Тархун 25 гр;KP41;KP41;RUB;139;1;;;7;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Телесный 25 гр;KP53;KP53;RUB;139;1;;;3;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Темно-синий 25 гр;;;RUB;139;1;;;2;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Терракота 25 гр;KP45;KP45;RUB;139;1;;;7;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Фиолетовый электро 25 гр;KP27;KP27;RUB;139;1;;;3;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Фуксия 25 гр;KP24;KP24;RUB;135;1;;;1;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Черника 25 гр;;;RUB;139;1;;;1;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Черный насыщенный 25 гр;KP50;KP50;RUB;139;1;;;1;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Шоколад молочный 25 гр;KP47;KP47;RUB;135;1;;;4;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Шоколад темный 25 гр;KP48;KP48;RUB;139;1;;;7;;;;1;;;;;;;;;;;;;
Пищевой краситель Kreda Яичный жёлтый 25 гр;KP5;KP5;RUB;139;1;;;7;;;;1;;;;;;;;;;;;;
Пищевой лак FOOD LAK 75 мл.;13537;13537;RUB;399;1;;;8;;;;1;;;;;;;;;;;;;
Плужер звезда сердце;12942;12942;RUB;105;1;;;1;;;;1;;;;;;;;;;;;;
Плунжер Листя 3 шт;12381;12381;RUB;165;1;;;8;;;;1;;;;;;;;;;;;;
Плунжер два цветка;12925;12925;RUB;185;1;;;4;;;;1;;;;;;;;;;;;;
Плунжер детский 4шт;11381;11381;RUB;285;1;;;2;;;;1;;;;;;;;;;;;;
Плунжер клубника 3 шт;;;RUB;150;1;;;1;;;;1;;;;;;;;;;;;;
Плунжер кондитерский 8,9х6х7,3 см "Рамка", со сменной насадкой 7,3х4,5х3,1 см;;;RUB;135;1;;;1;;;;1;;;;;;;;;;;;;
Плунжер рамашка 4 шт;12926;12926;RUB;155;1;;;3;;;;1;;;;;;;;;;;;;
Плунжер роза 3 шт;;;RUB;150;1;;;1;;;;1;;;;;;;;;;;;;
Плунжер ромбик 4шт;12421;12421;RUB;165;1;;;9;;;;1;;;;;;;;;;;;;
Плунжер цифры;;;RUB;249;1;;;5;;;;1;;;;;;;;;;;;;
Плунжери в ассортименте;12847;12847;RUB;85;1;;;18;;;;1;;;;;;;;;;;;;
Плунжерй Акция;12846;12846;RUB;135;1;;;8;;;;1;;;;;;;;;;;;;
Подложка ажурная D-260;Д26;Д26;RUB;32;1;;;12;;;;1;;;;;;;;;;;;;
Подложка ажурная D-280;Д28;Д28;RUB;38;1;;;43;;;;1;;;;;;;;;;;;;
Подложка ажурная D-300;Д30;Д30;RUB;42;1;;;78;;;;1;;;;;;;;;;;;;
Подложка ажурная D-320;Д32;Д32;RUB;44;1;;;26;;;;1;;;;;;;;;;;;;
Подложка ажурная D-360;Д36;Д36;RUB;49;1;;;15;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 1.5 мм, 22х22  см;2222-15;2222-15;RUB;25;1;;;21;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 1.5 мм, 24х24  см;2424-15;2424-15;RUB;29;1;;;21;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 1.5 мм, 26х26  см;2626-15;2626-15;RUB;30;1;;;33;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 1.5 мм, 30х30 см;3030-15;3030-15;RUB;47;1;;;43;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 1.5 мм, 30х40 см;3040-15;3040-15;RUB;53;1;;;14;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 1.5 мм, D - 14 см;;;RUB;14;1;;;25;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 1.5 мм, D - 16 см;16-15;16-15;RUB;16;1;;;23;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 1.5 мм, D - 18 см;18-15;18-15;RUB;18;1;;;60;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 1.5 мм, D - 20 см;20-15;20-15;RUB;20;1;;;51;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 1.5 мм, D - 22 см;22-15;22-15;RUB;22;1;;;56;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 1.5 мм, D - 2323 см;2323-15;2323-15;RUB;24;1;;;33;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 1.5 мм, D - 24 см;24-15;24-15;RUB;24;1;;;71;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 1.5 мм, D - 26 см;26-15;26-15;RUB;26;1;;;18;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 1.5 мм, D - 30 см;30-15;30-15;RUB;38;1;;;14;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 1.5 мм, D - 32 см;32-15;32-15;RUB;32;1;;;18;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 3.2 мм, 26 х 26 см;2626-32;2626-32;RUB;39;1;;;18;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 3.2 мм, 28х28см;2828-32;2828-32;RUB;48;1;;;24;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 3.2 мм, 30 х 30 см;3030-32;3030-32;RUB;69;1;;;19;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 3.2 мм, 30 х 40 см;3040-32;3040-32;RUB;72;1;;;28;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 3.2 мм, 35 х 35 см;3535-32;3535-32;RUB;75;1;;;20;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 3.2 мм, 40 х 40 см;;;RUB;72;1;;;25;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 3.2 мм, 40 х 60 см;4060-32;4060-32;RUB;159;1;;;14;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 3.2 мм, D - 14 см;14-32;14-32;RUB;22;1;;;19;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 3.2 мм, D - 20 см;20-32;20-32;RUB;31;1;;;41;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 3.2 мм, D - 22 см;22-32;22-32;RUB;35;1;;;45;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 3.2 мм, D - 24 см;24-32;24-32;RUB;41;1;;;80;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 3.2 мм, D - 26 см;26-32;26-32;RUB;44;1;;;89;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 3.2 мм, D - 28 см;28-32;28-32;RUB;53;1;;;91;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 3.2 мм, D - 30 см;30-32;30-32;RUB;58;1;;;56;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 3.2 мм, D - 32 см;32-32;32-32;RUB;71;1;;;49;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 3.2 мм, D - 34 см;34-32;34-32;RUB;74;1;;;12;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 3.2 мм, D - 36 см;36-32;36-32;RUB;83;1;;;12;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 3.2 мм, D - 38 см;38-32;38-32;RUB;85;1;;;20;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 3.2 мм, D - 40 см;40-32;40-32;RUB;94;1;;;6;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 3.2 мм, D - 42 см;42-32;42-32;RUB;89;1;;;13;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 2-х сторонняя 3.2 мм, D 50см;50-32;50-32;RUB;115;1;;;1;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 3.2 мм, D - 16 см;16-32;16-32;RUB;24;1;;;16;;;;1;;;;;;;;;;;;;
Подложка золото / жемчуг 3.2 мм, D - 18 см;18-32;18-32;RUB;26;1;;;3;;;;1;;;;;;;;;;;;;
Подложка золото 0.8 мм, D - 10 см;10-08;10-08;RUB;3;1;;;24;;;;1;;;;;;;;;;;;;
Подложка золото 0.8 мм, D - 15 см;15-08;15-08;RUB;5;1;;;30;;;;1;;;;;;;;;;;;;
Подложка золото LEONARDO D - 30 см;LD30-32;LD30-32;RUB;65;1;;;10;;;;1;;;;;;;;;;;;;
Подложка золото с держателем круг D105-0,8мм;;;RUB;4;1;;;100;;;;1;;;;;;;;;;;;;
Подложка золото усиленная 2.5 мм, 30 х 40 см;3040-25;3040-25;RUB;56;1;;;2;;;;1;;;;;;;;;;;;;
Подложка золото усиленная 2.5 мм, D - 20 см;20-25;20-25;RUB;24;1;;;38;;;;1;;;;;;;;;;;;;
Подложка золото усиленная 2.5 мм, D - 22 см;22-25;22-25;RUB;26;1;;;28;;;;1;;;;;;;;;;;;;
Подложка золото усиленная 2.5 мм, D - 24 см;24-25;24-25;RUB;29;1;;;35;;;;1;;;;;;;;;;;;;
Подложка золото усиленная 2.5 мм, D - 26 см;26-25;26-25;RUB;35;1;;;36;;;;1;;;;;;;;;;;;;
Подложка золото усиленная 2.5 мм, D - 28 см;28-25;28-25;RUB;38;1;;;39;;;;1;;;;;;;;;;;;;
Подложка золото усиленная 2.5 мм, D - 30 см;30-25;30-25;RUB;43;1;;;29;;;;1;;;;;;;;;;;;;
Подложка под рулет прямоугольная 300х100х1,5мм;3010-15;3010-15;RUB;17;1;;;25;;;;1;;;;;;;;;;;;;
Подложка под торт Цветная h3 мм d24 см;24-30;24-30;RUB;40;1;;;4;;;;1;;;;;;;;;;;;;
Подложка под торт Цветная h3 мм d26 см;26-30;26-30;RUB;45;1;;;28;;;;1;;;;;;;;;;;;;
Подложка под торт Цветная h3 мм d28 см;28-30;28-30;RUB;52;1;;;13;;;;1;;;;;;;;;;;;;
Подложка под торт Цветная h3 мм d30 см;30-30;30-30;RUB;58;1;;;47;;;;1;;;;;;;;;;;;;
Подложка под торт Цветная h3 мм d32 см;32-30;32-30;RUB;62;1;;;37;;;;1;;;;;;;;;;;;;
Подложка под торт квадрат 24х24см 3,2мм золото белая;2424-32;2424-32;RUB;39;1;;;5;;;;1;;;;;;;;;;;;;
Подложка с мультяшными героями 30см;M30;M30;RUB;219;1;;;2;;;;1;;;;;;;;;;;;;
Подложка со стразами золото h2 см d26 см;ЗOЛ2-26;ЗOЛ2-26;RUB;159;1;;;2;;;;1;;;;;;;;;;;;;
Подложка со стразами золото h2 см d28 см;ЗOЛ2-28;ЗOЛ2-28;RUB;169;1;;;6;;;;1;;;;;;;;;;;;;
Подложка со стразами золото h2 см d32 см;ЗOЛ2-32;ЗOЛ2-32;RUB;229;1;;;1;;;;1;;;;;;;;;;;;;
Подложка со стразами золото h2 см d34 см;ЗOЛ2-34;ЗOЛ2-34;RUB;299;1;;;1;;;;1;;;;;;;;;;;;;
Подложка со стразами золото h2 см d36 см;ЗOЛ2-36;ЗOЛ2-36;RUB;349;1;;;1;;;;1;;;;;;;;;;;;;
Подложка со стразами золото h2 см d38 см;ЗOЛ2-38;ЗOЛ2-38;RUB;439;1;;;1;;;;1;;;;;;;;;;;;;
Подложка со стразами золото h2 см d40 см;ЗOЛ2-40;ЗOЛ2-40;RUB;320;1;;;2;;;;1;;;;;;;;;;;;;
Подложка со стразами золото h2 см d42 см;ЗOЛ2-42;ЗOЛ2-42;RUB;559;1;;;4;;;;1;;;;;;;;;;;;;
Подложка со стразами золото h5 см d30 см;ЗOЛ5-30;ЗOЛ5-30;RUB;269;1;;;1;;;;1;;;;;;;;;;;;;
Подложка со стразами золото h5 см d32 см;ЗOЛ5-32;ЗOЛ5-32;RUB;299;1;;;4;;;;1;;;;;;;;;;;;;
Подложка со стразами золото h5 см d34 см;ЗOЛ5-34;ЗOЛ5-34;RUB;359;1;;;3;;;;1;;;;;;;;;;;;;
Подложка со стразами золото h5 см d36 см;ЗOЛ5-36;ЗOЛ5-36;RUB;429;1;;;3;;;;1;;;;;;;;;;;;;
Подложка со стразами золото h5 см d38 см;ЗOЛ5-38;ЗOЛ5-38;RUB;519;1;;;1;;;;1;;;;;;;;;;;;;
Подложка со стразами золото h5 см d42 см;ЗOЛ5-42;ЗOЛ5-42;RUB;589;1;;;1;;;;1;;;;;;;;;;;;;
Подложка со стразами серебро h2 см 30х40 см;11341;11341;RUB;399;1;;;4;;;;1;;;;;;;;;;;;;
Подложка со стразами серебро h2 см d26 см;CEP2-26;CEP2-26;RUB;159;1;;;2;;;;1;;;;;;;;;;;;;
Подложка со стразами серебро h2 см d28 см;CEP2-28;CEP2-28;RUB;169;1;;;2;;;;1;;;;;;;;;;;;;
Подложка со стразами серебро h2 см d32 см;CEP2-32;CEP2-32;RUB;229;1;;;2;;;;1;;;;;;;;;;;;;
Подложка со стразами серебро h2 см d34 см;CEP2-34;CEP2-34;RUB;299;1;;;2;;;;1;;;;;;;;;;;;;
Подложка со стразами серебро h2 см d36 см;CEP2-36;CEP2-36;RUB;349;1;;;2;;;;1;;;;;;;;;;;;;
Подложка со стразами серебро h2 см d38 см;CEP2-38;CEP2-38;RUB;439;1;;;2;;;;1;;;;;;;;;;;;;
Подложка со стразами серебро h2 см d40 см;CEP2-40;CEP2-40;RUB;499;1;;;1;;;;1;;;;;;;;;;;;;
Подложка со стразами серебро h2 см d42 см;CEP2-42;CEP2-42;RUB;559;1;;;3;;;;1;;;;;;;;;;;;;
Подложка со стразами серебро h5 см d30 см;CEP5-30;CEP5-30;RUB;269;1;;;1;;;;1;;;;;;;;;;;;;
Подложка со стразами серебро h5 см d32 см;CEP5-32;CEP5-32;RUB;299;1;;;1;;;;1;;;;;;;;;;;;;
Подложка со стразами серебро h5 см d34 см;CEP5-34;CEP5-34;RUB;359;1;;;1;;;;1;;;;;;;;;;;;;
Подложка со стразами серебро h5 см d40 см;CEP5-40;CEP5-40;RUB;569;1;;;1;;;;1;;;;;;;;;;;;;
Подложка со стразами, цветочки h2см d30см;ЦB30;ЦB30;RUB;199;1;;;4;;;;1;;;;;;;;;;;;;
Подложка черная / серебро 2-х сторонняя 1.5 мм, D - 28 см;Ч28-15;Ч28-15;RUB;24;1;;;9;;;;1;;;;;;;;;;;;;
Подложка черная / серебро 2-х сторонняя 1.5 мм, D - 30 см;Ч30-15;Ч30-15;RUB;27;1;;;3;;;;1;;;;;;;;;;;;;
Подложка черная / серебро 2-х сторонняя 3.2 мм, D - 24 см;Ч24-32;Ч24-32;RUB;43;1;;;19;;;;1;;;;;;;;;;;;;
Подложка черная / серебро 2-х сторонняя 3.2 мм, D - 26 см;Ч26-32;Ч26-32;RUB;45;1;;;3;;;;1;;;;;;;;;;;;;
Подложка черная / серебро 2-х сторонняя 3.2 мм, D - 28 см;Ч28-32;Ч28-32;RUB;53;1;;;24;;;;1;;;;;;;;;;;;;
Поднос кругли ЛЕОНАРДО 30см;11851;11851;RUB;65;1;;;14;;;;1;;;;;;;;;;;;;
Подставка для 3д тортов;12117;12117;RUB;450;1;;;7;;;;1;;;;;;;;;;;;;
Подставка для мешков;12855;12855;RUB;285;1;;;1;;;;1;;;;;;;;;;;;;
Подставка для торта вращающая металлическая 32 см;11413;11413;RUB;1950;1;;;2;;;;1;;;;;;;;;;;;;
Подставка крутящаяся для торта d-28 см;10720;10720;RUB;449;1;;;1;;;;1;;;;;;;;;;;;;
Помадка сахарная "Ванильная'' белая 1кг;;;RUB;249;1;;;1;;;;1;;;;;;;;;;;;;
Помадка сахарная "Ванильная'' белая 500гр;;;RUB;155;1;;;2;;;;1;;;;;;;;;;;;;
Посипки топ декор 100 гр;10079;10079;RUB;65;1;;;78;;;;1;;;;;;;;;;;;;
Посыпка декоративная 60 гр;13254;13254;RUB;135;1;;;25;;;;1;;;;;;;;;;;;;
Посыпка дутый рис сахаристый 150гр;11865;11865;RUB;135;1;;;5;;;;1;;;;;;;;;;;;;
Посыпка шоколадная Вермишель Ассорти 150 гр;10346;10346;RUB;169;1;;;5;;;;1;;;;;;;;;;;;;
Посыпка шоколадная Вермишель Молочная 150 гр;10344;10344;RUB;159;1;;;3;;;;1;;;;;;;;;;;;;
Посыпка шоколадная Вермишель Темная 150 гр;10345;10345;RUB;145;1;;;3;;;;1;;;;;;;;;;;;;
Посыпка шоколадная крошка микс 150 гр;11434;11434;RUB;169;1;;;3;;;;1;;;;;;;;;;;;;
Посыпка шоколадная крошка темная 150 гр;11432;11432;RUB;155;1;;;2;;;;1;;;;;;;;;;;;;
Посыпки Шарики Разноцветные 400 гр;;;RUB;165;1;;;4;;;;1;;;;;;;;;;;;;
Посыпки кондитерские Декоративные перламутровые 80 гр;13005;13005;RUB;85;1;;;43;;;;1;;;;;;;;;;;;;
Праздничная Свеча золото/серебро;500;500;RUB;60;1;;;193;;;;1;;;;;;;;;;;;;
Пралине какао-крем с вафлей 250гр;;;RUB;209;1;;;3;;;;1;;;;;;;;;;;;;
Пралине крем из фундука BUONO 250гр;;;RUB;329;1;;;2;;;;1;;;;;;;;;;;;;
Пралине крем из фундука с печеньем 250гр;;;RUB;309;1;;;4;;;;1;;;;;;;;;;;;;
Пралине с дробленными лесными орехами 250гр;;;RUB;339;1;;;1;;;;1;;;;;;;;;;;;;
Проволка флористическая белая 0,25 мм 30 см 10 шт;;;RUB;39;1;;;30;;;;1;;;;;;;;;;;;;
Проволка флористическая белая 0,3 мм 30 см 10 шт;;;RUB;39;1;;;50;;;;1;;;;;;;;;;;;;
Проволка флористическая белая 0,4 мм 30 см 10 шт;13839;13839;RUB;39;1;;;8;;;;1;;;;;;;;;;;;;
Проволка флористическая белая 0,5 мм 30 см 10 шт;13840;13840;RUB;39;1;;;6;;;;1;;;;;;;;;;;;;
Проволка флористическая зеленая 0,25 мм 30 см 10 шт;;;RUB;39;1;;;4;;;;1;;;;;;;;;;;;;
Проволка флористическая зеленая 0,3 мм 30 см 10 шт;13842;13842;RUB;39;1;;;20;;;;1;;;;;;;;;;;;;
Проволка флористическая зеленая 0,4 мм 30 см 10 шт;;;RUB;39;1;;;1;;;;1;;;;;;;;;;;;;
Прямиуголник перфорированный 8х19см;13147;13147;RUB;389;1;;;2;;;;1;;;;;;;;;;;;;
Прямоугольник раздвижной 18-25 * 31-46см;;;RUB;1090;1;;;2;;;;1;;;;;;;;;;;;;
Пюре замароженное Абрикос гранулированное;12171;12171;RUB;1050;1;;;1;;;;1;;;;;;;;;;;;;
Пюре замароженное Вишня, Ravifruit Griotte;13756;13756;RUB;899;1;;;1;;;;1;;;;;;;;;;;;;
Пюре замороженное Ананас;1315;1315;RUB;1100;1;;;1;;;;1;;;;;;;;;;;;;
Пюре замороженное Апельсин;13270;13270;RUB;750;1;;;1;;;;1;;;;;;;;;;;;;
Пюре замороженное Банан;;;RUB;950;1;;;1;;;;1;;;;;;;;;;;;;
Пюре замороженное Гранат;13271;13271;RUB;850;1;;;1;;;;1;;;;;;;;;;;;;
Пюре замороженное Зеленое Яблоко;13272;13272;RUB;550;1;;;1;;;;1;;;;;;;;;;;;;
Пюре замороженное Клубника;10778;10778;RUB;755;1;;;5;;;;1;;;;;;;;;;;;;
Пюре замороженное Красная Смородина;13345;13345;RUB;730;1;;;1;;;;1;;;;;;;;;;;;;
Пюре замороженное Лайм;11612;11612;RUB;820;1;;;1;;;;1;;;;;;;;;;;;;
Пюре замороженное Лимон;12643;12643;RUB;900;1;;;1;;;;1;;;;;;;;;;;;;
Пюре замороженное Малина;0960;0960;RUB;780;1;;;3;;;;1;;;;;;;;;;;;;
Пюре замороженное Манго;10776;10776;RUB;770;1;;;8;;;;1;;;;;;;;;;;;;
Пюре замороженное Маракуйя;0774;0774;RUB;980;1;;;10;;;;1;;;;;;;;;;;;;
Раздвижное кольцо d 16-30 h 8 см;0384;0384;RUB;450;1;;;7;;;;1;;;;;;;;;;;;;
Раздвижное кольцо d 22х40см h 8 см;;;RUB;649;1;;;4;;;;1;;;;;;;;;;;;;
Разрыхлитель теста 200 гр;10765;10765;RUB;120;1;;;5;;;;1;;;;;;;;;;;;;
Резак для теста и мастики 4 шт;12896;12896;RUB;335;1;;;3;;;;1;;;;;;;;;;;;;
Решётка для глазирования и остывания кондитерских изделий , 26*23*3 см;;;RUB;379;1;;;1;;;;1;;;;;;;;;;;;;
Решётка для остывания выпечки  40,5х25 см, цвет чёрный;13115;13115;RUB;399;1;;;2;;;;1;;;;;;;;;;;;;
Решетка для кондитерских изделий 40х25 см;12490;12490;RUB;395;1;;;1;;;;1;;;;;;;;;;;;;
Рис воздушный шарики 3-5мм 220гр;12813;12813;RUB;99;1;;;3;;;;1;;;;;;;;;;;;;
Рис воздушный шарики с какао 3-5мм 220гр;12814;12814;RUB;99;1;;;2;;;;1;;;;;;;;;;;;;
Рисовие шарики в шок. - фрук. глазури микс 150гр.;10373;10373;RUB;225;1;;;6;;;;1;;;;;;;;;;;;;
Рожки вафельные Миниконус 30 шт;10350;10350;RUB;179;1;;;4;;;;1;;;;;;;;;;;;;
